iter	Logloss
373	0.02874999067
374	0.02873483555
375	0.02857812458
376	0.02856408723
377	0.02850638724
378	0.02831307649
379	0.02816456838
380	0.02798006012
381	0.02780611782
382	0.02778243502
383	0.02760803417
384	0.02759496645
385	0.02756865598
386	0.02751447345
387	0.02731695872
388	0.02717601564
389	0.02716514405
390	0.02714050219
391	0.02694752705
392	0.02692766032
393	0.02687910938
394	0.02674751232
395	0.02659301379
396	0.02643412222
397	0.0264263994
398	0.02628116316
399	0.02615490545
400	0.02600375017
401	0.02575208882
402	0.02561021714
403	0.02558882542
404	0.02556887556
405	0.02549559345
406	0.02545406936
407	0.02531857962
408	0.02518858028
409	0.02517381338
410	0.02515564188
411	0.02514276154
412	0.02498678443
413	0.02483950569
414	0.02471570063
415	0.02469931206
416	0.02468636953
417	0.02464718794
418	0.02450817933
419	0.02449248366
420	0.02447910273
421	0.02434680865
422	0.0242295694
423	0.02421404291
424	0.02407465961
425	0.02393940641
426	0.02392477282
427	0.02380201971
428	0.02367228148
429	0.02354374918
430	0.02342052872
431	0.02334377815
432	0.02323080759
433	0.02315737359
434	0.02314380942
435	0.02313398164
436	0.02308255966
437	0.02302989362
438	0.02291569103
439	0.0228066419
440	0.02275765693
441	0.02273693779
442	0.0226913421
443	0.0225870076
444	0.02254947716
445	0.02254501728
446	0.02253633625
447	0.02251979259
448	0.02244150975
449	0.02238221679
450	0.02237689277
451	0.02237258784
452	0.02236834366
453	0.02225836989
454	0.02215705831
455	0.02214353854
456	0.02204560576
457	0.02204143532
458	0.02197001709
459	0.0219016848
460	0.02189828301
461	0.021795795
462	0.02174526918
463	0.02173223488
464	0.0216409631
465	0.02161075478
466	0.02154293267
467	0.02151395731
468	0.02145234142
469	0.0214244813
470	0.02137955802
471	0.02135250483
472	0.0213247683
473	0.02129932679
474	0.02123603879
475	0.0211934524
476	0.02116509557
477	0.02107469113
478	0.02101513245
479	0.02101180638
480	0.02100856311
481	0.02098954747
482	0.0209635995
483	0.02088146049
484	0.02082490218
485	0.02082322156
486	0.02080092977
487	0.02074660667
488	0.02071709711
489	0.02068995848
490	0.02053006508
491	0.02050517121
492	0.02050283404
493	0.02048464191
494	0.02040168225
495	0.02032494704
496	0.02032475788
497	0.02017239633
498	0.02002530936
499	0.02000239925
